Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Cedi Osman,CLE,vs.HOU,02/24/2021,W,21,7,3,8,37.5,1,4,25.0,0,0,-,0,8,8,2,1,1,1,1,16
Damyean Dotson,CLE,vs.HOU,02/24/2021,W,7,0,0,2,0.0,0,2,0.0,0,0,-,0,3,3,0,0,0,0,0,-4
Jarrett Allen,CLE,vs.HOU,02/24/2021,W,37,26,10,11,90.9,1,1,100,5,8,62.5,6,12,18,2,0,4,1,0,17
Sterling Brown,HOU,@CLE,02/24/2021,L,19,2,1,3,33.3,0,2,0.0,0,0,-,1,4,5,2,1,0,0,1,-3
John Wall,HOU,@CLE,02/24/2021,L,31,20,7,18,38.9,3,6,50.0,3,3,100,0,1,1,3,2,2,2,1,-15
Dean Wade,CLE,vs.HOU,02/24/2021,W,20,11,4,4,100,2,2,100,1,2,50.0,0,6,6,2,0,0,0,1,18
Jae'Sean Tate,HOU,@CLE,02/24/2021,L,30,8,3,8,37.5,0,0,-,2,2,100,4,3,7,1,0,0,1,5,-6
Collin Sexton,CLE,vs.HOU,02/24/2021,W,39,23,9,19,47.4,3,8,37.5,2,2,100,1,1,2,3,1,0,1,0,1
Isaac Okoro,CLE,vs.HOU,02/24/2021,W,27,10,4,6,66.7,2,2,100,0,0,-,0,2,2,0,0,1,1,3,7
Taurean Prince,CLE,vs.HOU,02/24/2021,W,8,2,1,8,12.5,0,3,0.0,0,0,-,3,0,3,0,0,0,0,1,-3
P.J. Washington,CHA,@PHX,02/24/2021,W,24,10,4,8,50.0,1,3,33.3,1,1,100,0,1,1,0,0,0,1,3,-11
Jae Crowder,PHX,vs.CHA,02/24/2021,L,27,12,5,9,55.6,2,5,40.0,0,0,-,1,4,5,1,1,2,2,1,-4
Bismack Biyombo,CHA,@PHX,02/24/2021,W,26,3,0,2,0.0,0,0,-,3,4,75.0,3,8,11,2,1,2,2,5,11
Dario Saric,PHX,vs.CHA,02/24/2021,L,16,6,2,4,50.0,0,1,0.0,2,3,66.7,1,3,4,2,3,0,0,2,10
Miles Bridges,CHA,@PHX,02/24/2021,W,27,14,5,7,71.4,2,4,50.0,2,2,100,0,6,6,1,0,0,0,2,10
Chris Paul,PHX,vs.CHA,02/24/2021,L,38,20,7,14,50.0,3,7,42.9,3,4,75.0,0,8,8,10,1,1,3,5,11
Gordon Hayward,CHA,@PHX,02/24/2021,W,35,20,7,17,41.2,0,5,0.0,6,7,85.7,1,7,8,4,1,0,1,2,-1
Jalen McDaniels,CHA,@PHX,02/24/2021,W,15,8,2,2,100,1,1,100,3,3,100,1,3,4,0,0,1,0,2,2
Cody Martin,CHA,@PHX,02/24/2021,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
E'Twaun Moore,PHX,vs.CHA,02/24/2021,L,10,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,3,-3
Malik Monk,CHA,@PHX,02/24/2021,W,28,29,10,21,47.6,5,10,50.0,4,4,100,0,2,2,3,1,0,0,0,15
Cameron Payne,PHX,vs.CHA,02/24/2021,L,10,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,4,1,0,1,2,-14
LaMelo Ball,CHA,@PHX,02/24/2021,W,30,20,7,11,63.6,3,7,42.9,3,3,100,1,3,4,8,2,0,3,4,-5
Frank Kaminsky,PHX,vs.CHA,02/24/2021,L,12,6,2,5,40.0,1,2,50.0,1,2,50.0,0,3,3,1,0,0,0,1,1
Cameron Johnson,PHX,vs.CHA,02/24/2021,L,30,14,5,11,45.5,2,6,33.3,2,2,100,0,5,5,1,1,0,2,2,0
Deandre Ayton,PHX,vs.CHA,02/24/2021,L,32,16,5,8,62.5,0,0,-,6,8,75.0,4,6,10,1,0,1,0,2,-9
Terry Rozier,CHA,@PHX,02/24/2021,W,36,10,3,11,27.3,1,5,20.0,3,3,100,1,5,6,4,2,0,6,1,-1
Devin Booker,PHX,vs.CHA,02/24/2021,L,31,33,13,24,54.2,4,10,40.0,3,4,75.0,0,0,0,3,1,0,5,5,-4
Mikal Bridges,PHX,vs.CHA,02/24/2021,L,35,12,4,9,44.4,2,5,40.0,2,4,50.0,1,3,4,2,1,2,1,2,-3
Cody Zeller,CHA,@PHX,02/24/2021,W,18,10,5,9,55.6,0,1,0.0,0,0,-,2,2,4,2,1,2,0,2,-4
Jarred Vanderbilt,MIN,@CHI,02/24/2021,L,34,16,5,5,100,0,0,-,6,7,85.7,3,3,6,1,4,0,1,2,-2
Denzel Valentine,CHI,vs.MIN,02/24/2021,W,20,10,5,10,50.0,0,0,-,0,0,-,2,3,5,3,3,0,0,1,7
Wendell Carter Jr.,CHI,vs.MIN,02/24/2021,W,32,17,6,8,75.0,1,2,50.0,4,4,100,0,10,10,2,2,2,1,5,-2
Malik Beasley,MIN,@CHI,02/24/2021,L,37,25,9,20,45.0,5,13,38.5,2,2,100,0,2,2,1,0,0,2,3,5
Zach LaVine,CHI,vs.MIN,02/24/2021,W,41,35,14,21,66.7,5,8,62.5,2,2,100,0,2,2,2,0,0,7,1,-4
Anthony Edwards,MIN,@CHI,02/24/2021,L,37,21,7,20,35.0,3,9,33.3,4,4,100,3,6,9,6,2,0,3,2,5
Ricky Rubio,MIN,@CHI,02/24/2021,L,33,9,2,6,33.3,0,1,0.0,5,5,100,1,0,1,10,0,0,0,2,1
Coby White,CHI,vs.MIN,02/24/2021,W,33,20,9,17,52.9,0,6,0.0,2,2,100,1,7,8,6,0,0,7,2,10
Jaylen Nowell,MIN,@CHI,02/24/2021,L,19,12,5,10,50.0,1,4,25.0,1,1,100,0,3,3,0,0,0,0,0,-7
Tomas Satoransky,CHI,vs.MIN,02/24/2021,W,26,16,6,7,85.7,2,3,66.7,2,3,66.7,1,4,5,4,0,0,2,0,10
Karl-Anthony Towns,MIN,@CHI,02/24/2021,L,31,24,10,20,50.0,2,4,50.0,2,2,100,4,4,8,5,2,1,4,6,12
Luke Kornet,CHI,vs.MIN,02/24/2021,W,12,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,2,0,0,10
Ryan Arcidiacono,CHI,vs.MIN,02/24/2021,W,9,3,1,1,100,1,1,100,0,0,-,0,3,3,0,0,0,1,1,3
Jordan McLaughlin,MIN,@CHI,02/24/2021,L,20,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,4,0,0,1,1,-8
Garrett Temple,CHI,vs.MIN,02/24/2021,W,37,5,2,6,33.3,0,1,0.0,1,2,50.0,1,3,4,2,0,0,1,0,-4
Jaden McDaniels,MIN,@CHI,02/24/2021,L,16,2,1,2,50.0,0,1,0.0,0,0,-,1,2,3,1,0,0,1,1,-12
Thaddeus Young,CHI,vs.MIN,02/24/2021,W,29,14,7,14,50.0,0,1,0.0,0,1,0.0,1,1,2,6,4,0,1,3,3
Josh Okogie,MIN,@CHI,02/24/2021,L,16,4,2,4,50.0,0,1,0.0,0,0,-,1,3,4,0,2,0,1,3,-12
Patrick Williams,CHI,vs.MIN,02/24/2021,W,27,13,5,8,62.5,1,2,50.0,2,2,100,1,3,4,2,2,1,1,2,2
Naz Reid,MIN,@CHI,02/24/2021,L,22,13,6,14,42.9,1,4,25.0,0,0,-,0,4,4,0,1,3,4,4,-17
Dwight Howard,PHI,@TOR,02/23/2021,W,12,2,1,2,50.0,0,1,0.0,0,0,-,0,4,4,2,0,0,0,3,5
Fred VanVleet,TOR,vs.PHI,02/23/2021,L,37,12,4,14,28.6,2,5,40.0,2,3,66.7,0,8,8,8,2,4,1,2,-10
DeAndre' Bembry,TOR,vs.PHI,02/23/2021,L,24,4,1,3,33.3,0,1,0.0,2,2,100,0,4,4,4,2,1,2,1,-8
Furkan Korkmaz,PHI,@TOR,02/23/2021,W,28,19,5,11,45.5,5,11,45.5,4,4,100,0,7,7,2,0,0,1,2,12
Mike Scott,PHI,@TOR,02/23/2021,W,12,3,1,2,50.0,1,1,100,0,0,-,0,5,5,1,0,0,2,0,1
Isaiah Joe,PHI,@TOR,02/23/2021,W,4,0,0,2,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-3
Aron Baynes,TOR,vs.PHI,02/23/2021,L,30,11,5,10,50.0,1,3,33.3,0,1,0.0,2,2,4,2,0,1,2,2,-10
Danny Green,PHI,@TOR,02/23/2021,W,32,11,3,9,33.3,3,9,33.3,2,3,66.7,2,3,5,2,3,0,2,2,6
Shake Milton,PHI,@TOR,02/23/2021,W,30,11,4,10,40.0,3,6,50.0,0,0,-,0,1,1,2,0,1,1,0,-2
Joel Embiid,PHI,@TOR,02/23/2021,W,36,18,3,13,23.1,1,1,100,11,12,91.7,3,9,12,2,1,1,6,4,2
Matisse Thybulle,PHI,@TOR,02/23/2021,W,15,7,3,8,37.5,1,5,20.0,0,0,-,2,1,3,1,0,3,2,1,6
Pascal Siakam,TOR,vs.PHI,02/23/2021,L,42,22,9,18,50.0,1,6,16.7,3,3,100,0,6,6,7,3,1,1,5,4
Norman Powell,TOR,vs.PHI,02/23/2021,L,35,24,9,19,47.4,2,9,22.2,4,4,100,1,3,4,6,3,0,3,4,-7
OG Anunoby,TOR,vs.PHI,02/23/2021,L,29,10,4,13,30.8,2,7,28.6,0,0,-,2,2,4,1,1,2,0,2,3
Terence Davis,TOR,vs.PHI,02/23/2021,L,15,9,4,9,44.4,1,3,33.3,0,0,-,1,2,3,0,0,1,0,0,-6
Ben Simmons,PHI,@TOR,02/23/2021,W,35,15,5,11,45.5,0,0,-,5,6,83.3,4,5,9,7,0,1,3,3,2
Matt Thomas,TOR,vs.PHI,02/23/2021,L,4,0,0,1,0.0,0,0,-,0,0,-,0,2,2,1,0,0,0,0,3
Chris Boucher,TOR,vs.PHI,02/23/2021,L,23,10,4,6,66.7,2,3,66.7,0,0,-,2,1,3,0,1,1,1,4,-4
Tobias Harris,PHI,@TOR,02/23/2021,W,36,23,8,12,66.7,3,4,75.0,4,5,80.0,0,7,7,5,1,2,1,0,6
Rodney Hood,POR,@DEN,02/23/2021,L,17,2,1,5,20.0,0,1,0.0,0,0,-,0,0,0,0,0,1,2,1,-14
Anfernee Simons,POR,@DEN,02/23/2021,L,13,3,1,4,25.0,1,3,33.3,0,0,-,0,4,4,2,0,0,1,3,12
Monte Morris,DEN,vs.POR,02/23/2021,W,33,8,2,8,25.0,2,5,40.0,2,2,100,0,4,4,3,2,0,0,2,-8
Nikola Jokic,DEN,vs.POR,02/23/2021,W,38,41,17,32,53.1,3,6,50.0,4,4,100,3,2,5,5,1,0,0,1,0
Gary Trent Jr.,POR,@DEN,02/23/2021,L,35,18,7,16,43.8,4,11,36.4,0,0,-,0,2,2,1,0,0,0,3,2
Derrick Jones Jr.,POR,@DEN,02/23/2021,L,29,18,7,9,77.8,2,3,66.7,2,2,100,2,3,5,0,0,3,0,2,7
Isaiah Hartenstein,DEN,vs.POR,02/23/2021,W,10,4,1,3,33.3,0,0,-,2,2,100,1,2,3,0,1,0,0,1,5
Enes Kanter,POR,@DEN,02/23/2021,L,38,16,7,9,77.8,0,0,-,2,2,100,3,11,14,2,0,1,0,4,-3
Robert Covington,POR,@DEN,02/23/2021,L,26,0,0,5,0.0,0,4,0.0,0,0,-,0,7,7,1,0,1,1,1,-1
Carmelo Anthony,POR,@DEN,02/23/2021,L,32,24,9,17,52.9,3,7,42.9,3,3,100,0,4,4,1,0,1,0,2,-6
Damian Lillard,POR,@DEN,02/23/2021,L,35,25,9,21,42.9,4,11,36.4,3,3,100,1,6,7,13,0,0,5,2,-15
Nassir Little,POR,@DEN,02/23/2021,L,14,0,0,1,0.0,0,1,0.0,0,0,-,1,3,4,1,0,0,0,1,-7
Zeke Nnaji,DEN,vs.POR,02/23/2021,W,24,10,4,8,50.0,2,6,33.3,0,0,-,1,2,3,0,1,0,0,2,10
Will Barton,DEN,vs.POR,02/23/2021,W,31,9,4,11,36.4,0,3,0.0,1,1,100,3,4,7,2,0,0,0,0,-4
Michael Porter Jr.,DEN,vs.POR,02/23/2021,W,40,12,4,9,44.4,2,4,50.0,2,3,66.7,1,9,10,1,0,1,0,3,8
Facundo Campazzo,DEN,vs.POR,02/23/2021,W,27,3,1,5,20.0,1,4,25.0,0,0,-,0,3,3,6,1,1,0,1,4
Jamal Murray,DEN,vs.POR,02/23/2021,W,38,24,7,18,38.9,4,8,50.0,6,6,100,1,4,5,8,2,1,1,0,10
Jalen Brunson,DAL,vs.BOS,02/23/2021,W,30,22,6,11,54.5,5,7,71.4,5,5,100,0,2,2,2,0,0,2,2,6
Josh Richardson,DAL,vs.BOS,02/23/2021,W,30,16,7,12,58.3,2,4,50.0,0,0,-,0,4,4,1,0,0,1,3,-9
James Johnson,DAL,vs.BOS,02/23/2021,W,28,8,4,8,50.0,0,3,0.0,0,0,-,1,2,3,3,2,0,0,4,4
Tim Hardaway Jr.,DAL,vs.BOS,02/23/2021,W,25,14,6,17,35.3,0,8,0.0,2,2,100,1,1,2,3,0,0,0,3,7
Aaron Nesmith,BOS,@DAL,02/23/2021,L,22,0,0,0,-,0,0,-,0,0,-,1,2,3,0,0,1,1,3,5
Luka Doncic,DAL,vs.BOS,02/23/2021,W,38,31,11,23,47.8,6,8,75.0,3,4,75.0,2,8,10,8,1,0,3,0,5
Jaylen Brown,BOS,@DAL,02/23/2021,L,38,29,12,20,60.0,2,8,25.0,3,3,100,2,5,7,5,2,0,3,4,3
Willie Cauley-Stein,DAL,vs.BOS,02/23/2021,W,24,5,2,2,100,0,0,-,1,2,50.0,0,4,4,0,0,1,0,2,-4
Kemba Walker,BOS,@DAL,02/23/2021,L,33,21,8,19,42.1,4,11,36.4,1,1,100,0,4,4,3,0,0,0,2,9
Dwight Powell,DAL,vs.BOS,02/23/2021,W,11,4,1,4,25.0,0,0,-,2,2,100,1,1,2,0,0,0,0,0,-7
Dorian Finney-Smith,DAL,vs.BOS,02/23/2021,W,39,0,0,5,0.0,0,3,0.0,0,0,-,0,3,3,1,2,0,0,2,4
Grant Williams,BOS,@DAL,02/23/2021,L,7,0,0,0,-,0,0,-,0,0,-,1,1,2,1,0,0,1,1,5
Tristan Thompson,BOS,@DAL,02/23/2021,L,22,8,3,6,50.0,0,1,0.0,2,2,100,4,6,10,2,1,0,2,3,6
Trey Burke,DAL,vs.BOS,02/23/2021,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,0,-4
Daniel Theis,BOS,@DAL,02/23/2021,L,26,2,1,4,25.0,0,2,0.0,0,2,0.0,1,2,3,0,1,2,1,2,-2
Jayson Tatum,BOS,@DAL,02/23/2021,L,36,28,10,23,43.5,3,10,30.0,5,6,83.3,0,6,6,4,1,2,4,2,-6
Payton Pritchard,BOS,@DAL,02/23/2021,L,19,7,2,7,28.6,1,4,25.0,2,2,100,1,0,1,3,0,0,1,2,-11
Boban Marjanovic,DAL,vs.BOS,02/23/2021,W,13,10,5,7,71.4,0,0,-,0,0,-,3,5,8,1,0,0,1,1,13
Robert Williams III,BOS,@DAL,02/23/2021,L,14,4,2,3,66.7,0,0,-,0,2,0.0,1,2,3,0,0,1,0,1,-6
Semi Ojeleye,BOS,@DAL,02/23/2021,L,24,8,3,4,75.0,2,3,66.7,0,0,-,1,6,7,1,1,0,0,1,-18
Tacko Fall,BOS,@DAL,02/23/2021,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Giannis Antetokounmpo,MIL,vs.MIN,02/23/2021,W,29,37,13,18,72.2,1,3,33.3,10,13,76.9,1,7,8,8,2,2,3,1,21
Donte DiVincenzo,MIL,vs.MIN,02/23/2021,W,26,13,5,10,50.0,3,6,50.0,0,0,-,1,4,5,5,0,0,2,1,10
Khris Middleton,MIL,vs.MIN,02/23/2021,W,34,15,6,19,31.6,3,6,50.0,0,0,-,0,7,7,4,2,0,0,0,2
Jarred Vanderbilt,MIN,@MIL,02/23/2021,L,11,2,1,2,50.0,0,0,-,0,0,-,1,4,5,0,0,0,0,2,1
Josh Okogie,MIN,@MIL,02/23/2021,L,12,2,1,2,50.0,0,0,-,0,0,-,1,0,1,1,0,0,1,0,-19
Jaden McDaniels,MIN,@MIL,02/23/2021,L,22,4,1,4,25.0,0,2,0.0,2,2,100,0,1,1,2,1,2,0,4,-14
Bobby Portis,MIL,vs.MIN,02/23/2021,W,23,14,6,11,54.5,2,4,50.0,0,0,-,1,5,6,2,2,2,0,2,21
D.J. Augustin,MIL,vs.MIN,02/23/2021,W,26,10,4,6,66.7,2,4,50.0,0,0,-,0,2,2,5,1,0,0,2,10
Anthony Edwards,MIN,@MIL,02/23/2021,L,28,9,3,13,23.1,3,8,37.5,0,0,-,0,6,6,3,0,2,4,1,-10
Jake Layman,MIN,@MIL,02/23/2021,L,3,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,-7
Karl-Anthony Towns,MIN,@MIL,02/23/2021,L,36,26,10,19,52.6,1,6,16.7,5,5,100,3,5,8,11,1,0,3,2,-7
Jordan McLaughlin,MIN,@MIL,02/23/2021,L,25,9,3,9,33.3,3,7,42.9,0,0,-,0,3,3,6,0,0,1,0,-20
Naz Reid,MIN,@MIL,02/23/2021,L,15,5,2,7,28.6,1,6,16.7,0,0,-,0,7,7,1,0,1,1,0,-25
Juancho Hernangomez,MIN,@MIL,02/23/2021,L,9,2,1,5,20.0,0,4,0.0,0,0,-,0,3,3,2,0,0,0,0,-1
Jaylen Nowell,MIN,@MIL,02/23/2021,L,22,13,5,10,50.0,3,6,50.0,0,0,-,2,2,4,1,1,0,1,2,-17
Thanasis Antetokounmpo,MIL,vs.MIN,02/23/2021,W,19,6,3,4,75.0,0,0,-,0,2,0.0,4,4,8,2,1,0,1,1,14
Brook Lopez,MIL,vs.MIN,02/23/2021,W,25,15,6,11,54.5,2,5,40.0,1,1,100,1,4,5,0,1,0,2,3,6
Ricky Rubio,MIN,@MIL,02/23/2021,L,23,12,4,8,50.0,2,4,50.0,2,2,100,0,4,4,4,0,0,1,5,-7
Sam Merrill,MIL,vs.MIN,02/23/2021,W,7,3,1,2,50.0,1,1,100,0,0,-,0,1,1,1,0,0,0,0,-1
Bryn Forbes,MIL,vs.MIN,02/23/2021,W,26,23,8,13,61.5,5,9,55.6,2,2,100,0,4,4,3,0,0,0,1,22
Pat Connaughton,MIL,vs.MIN,02/23/2021,W,27,3,1,5,20.0,1,4,25.0,0,0,-,1,5,6,3,2,1,0,2,30
Malik Beasley,MIN,@MIL,02/23/2021,L,34,26,10,16,62.5,6,9,66.7,0,0,-,0,1,1,4,1,0,2,0,-9
Kevin Huerter,ATL,@CLE,02/23/2021,L,37,22,8,14,57.1,4,8,50.0,2,2,100,1,2,3,1,4,0,0,1,21
JaVale McGee,CLE,vs.ATL,02/23/2021,W,14,6,3,5,60.0,0,0,-,0,0,-,0,1,1,2,0,0,0,2,6
Lamar Stevens,CLE,vs.ATL,02/23/2021,W,16,8,4,5,80.0,0,1,0.0,0,0,-,1,3,4,2,2,0,0,2,12
Danilo Gallinari,ATL,@CLE,02/23/2021,L,23,5,1,7,14.3,1,4,25.0,2,2,100,0,0,0,1,0,0,1,2,-10
Collin Sexton,CLE,vs.ATL,02/23/2021,W,34,29,9,16,56.3,3,5,60.0,8,10,80.0,0,1,1,5,1,0,6,5,-9
Solomon Hill,ATL,@CLE,02/23/2021,L,22,8,2,3,66.7,2,2,100,2,2,100,0,4,4,2,3,0,0,4,-23
Dylan Windler,CLE,vs.ATL,02/23/2021,W,22,15,5,6,83.3,5,5,100,0,0,-,0,5,5,1,1,1,1,2,10
Clint Capela,ATL,@CLE,02/23/2021,L,37,12,6,13,46.2,0,0,-,0,2,0.0,7,9,16,1,1,1,0,2,17
Dean Wade,CLE,vs.ATL,02/23/2021,W,21,5,2,3,66.7,1,2,50.0,0,0,-,1,1,2,2,0,2,0,1,-14
John Collins,ATL,@CLE,02/23/2021,L,13,13,5,6,83.3,1,1,100,2,2,100,1,2,3,1,0,0,0,2,4
Onyeka Okongwu,ATL,@CLE,02/23/2021,L,10,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,1,0,1,2,-10
Darius Garland,CLE,vs.ATL,02/23/2021,W,43,17,7,19,36.8,1,5,20.0,2,4,50.0,1,1,2,8,2,0,5,0,1
Tony Snell,ATL,@CLE,02/23/2021,L,33,11,4,7,57.1,3,5,60.0,0,0,-,1,4,5,1,0,2,2,2,12
Isaac Okoro,CLE,vs.ATL,02/23/2021,W,37,8,3,6,50.0,1,2,50.0,1,1,100,1,4,5,3,0,3,1,3,-6
Skylar Mays,ATL,@CLE,02/23/2021,L,12,5,2,7,28.6,1,2,50.0,0,0,-,0,0,0,2,1,0,0,2,-5
Trae Young,ATL,@CLE,02/23/2021,L,38,28,9,27,33.3,1,7,14.3,9,13,69.2,3,4,7,12,0,1,5,2,7
Rajon Rondo,ATL,@CLE,02/23/2021,L,14,7,3,4,75.0,1,2,50.0,0,0,-,0,3,3,1,0,0,2,0,-18
Jarrett Allen,CLE,vs.ATL,02/23/2021,W,34,13,5,11,45.5,1,1,100,2,2,100,2,12,14,2,1,4,0,2,-5
Cedi Osman,CLE,vs.ATL,02/23/2021,W,20,11,3,7,42.9,3,7,42.9,2,2,100,1,1,2,3,0,0,2,2,10
Sekou Doumbouya,DET,@ORL,02/23/2021,W,15,2,1,6,16.7,0,3,0.0,0,0,-,0,2,2,1,1,0,0,2,-1
Michael Carter-Williams,ORL,vs.DET,02/23/2021,L,30,11,4,9,44.4,1,2,50.0,2,2,100,2,4,6,5,0,1,2,1,-3
Chasson Randle,ORL,vs.DET,02/23/2021,L,18,9,3,4,75.0,2,3,66.7,1,2,50.0,0,2,2,2,0,0,1,2,-9
Josh Jackson,DET,@ORL,02/23/2021,W,30,18,7,17,41.2,0,4,0.0,4,4,100,4,3,7,0,0,2,2,4,2
Khem Birch,ORL,vs.DET,02/23/2021,L,15,5,1,4,25.0,0,0,-,3,4,75.0,4,2,6,1,0,1,0,2,6
James Ennis III,ORL,vs.DET,02/23/2021,L,24,4,1,4,25.0,0,2,0.0,2,4,50.0,1,4,5,2,0,0,1,3,-16
Terrence Ross,ORL,vs.DET,02/23/2021,L,27,13,4,12,33.3,3,9,33.3,2,2,100,1,7,8,4,4,1,1,2,1
Isaiah Stewart,DET,@ORL,02/23/2021,W,18,4,2,2,100,0,0,-,0,0,-,0,2,2,0,1,1,2,3,4
Evan Fournier,ORL,vs.DET,02/23/2021,L,33,14,4,14,28.6,3,8,37.5,3,6,50.0,0,3,3,3,1,0,3,2,-10
Dennis Smith Jr.,DET,@ORL,02/23/2021,W,18,14,6,9,66.7,2,3,66.7,0,0,-,0,3,3,1,1,2,1,1,10
Mason Plumlee,DET,@ORL,02/23/2021,W,30,7,2,3,66.7,0,1,0.0,3,3,100,1,11,12,4,0,3,2,1,8
Saddiq Bey,DET,@ORL,02/23/2021,W,33,10,4,10,40.0,2,7,28.6,0,0,-,2,6,8,3,3,0,0,0,13
Nikola Vucevic,ORL,vs.DET,02/23/2021,L,33,20,9,22,40.9,2,8,25.0,0,0,-,1,8,9,4,0,2,1,1,-18
Saben Lee,DET,@ORL,02/23/2021,W,29,21,8,11,72.7,3,3,100,2,5,40.0,1,2,3,4,2,0,3,4,-1
Chuma Okeke,ORL,vs.DET,02/23/2021,L,21,6,2,4,50.0,2,3,66.7,0,2,0.0,1,3,4,3,3,0,1,0,5
Al-Farouq Aminu,ORL,vs.DET,02/23/2021,L,22,3,1,3,33.3,1,1,100,0,0,-,0,4,4,1,1,1,2,1,-12
Jerami Grant,DET,@ORL,02/23/2021,W,33,17,6,15,40.0,1,5,20.0,4,4,100,0,7,7,6,1,0,2,3,13
Frank Jackson,DET,@ORL,02/23/2021,W,12,3,1,5,20.0,1,3,33.3,0,0,-,0,2,2,2,0,0,0,1,5
Svi Mykhailiuk,DET,@ORL,02/23/2021,W,22,9,4,10,40.0,1,5,20.0,0,0,-,0,3,3,3,1,1,3,0,7
Dwayne Bacon,ORL,vs.DET,02/23/2021,L,18,8,4,12,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,2,-4
Moritz Wagner,WAS,@LAC,02/23/2021,L,25,21,8,13,61.5,1,2,50.0,4,4,100,1,6,7,5,0,0,0,3,-3
Troy Brown Jr.,WAS,@LAC,02/23/2021,L,4,4,2,2,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1
Marcus Morris Sr.,LAC,vs.WAS,02/23/2021,W,23,11,4,12,33.3,2,6,33.3,1,1,100,0,3,3,4,1,1,1,1,16
Bradley Beal,WAS,@LAC,02/23/2021,L,39,28,12,24,50.0,1,5,20.0,3,3,100,2,2,4,10,0,0,3,1,-5
Kawhi Leonard,LAC,vs.WAS,02/23/2021,W,34,32,13,20,65.0,3,7,42.9,3,6,50.0,1,6,7,4,1,0,1,0,8
Terance Mann,LAC,vs.WAS,02/23/2021,W,20,12,5,7,71.4,2,2,100,0,0,-,0,3,3,2,1,0,1,6,6
Luke Kennard,LAC,vs.WAS,02/23/2021,W,11,3,1,5,20.0,1,4,25.0,0,0,-,0,0,0,2,1,0,1,2,2
Robin Lopez,WAS,@LAC,02/23/2021,L,17,5,2,7,28.6,0,0,-,1,2,50.0,1,2,3,0,1,0,1,0,-16
Garrison Mathews,WAS,@LAC,02/23/2021,L,18,8,3,3,100,2,2,100,0,0,-,0,0,0,1,1,0,0,2,-11
Davis Bertans,WAS,@LAC,02/23/2021,L,26,6,2,4,50.0,2,4,50.0,0,0,-,0,0,0,1,0,0,2,4,-15
Paul George,LAC,vs.WAS,02/23/2021,W,29,30,11,17,64.7,6,7,85.7,2,4,50.0,1,5,6,3,1,0,2,2,21
Reggie Jackson,LAC,vs.WAS,02/23/2021,W,28,17,6,12,50.0,3,5,60.0,2,2,100,2,3,5,2,1,0,0,4,18
Deni Avdija,WAS,@LAC,02/23/2021,L,12,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,2,3,-13
Nicolas Batum,LAC,vs.WAS,02/23/2021,W,24,4,2,4,50.0,0,1,0.0,0,0,-,0,3,3,4,1,0,1,1,-1
Raul Neto,WAS,@LAC,02/23/2021,L,20,11,4,6,66.7,2,2,100,1,2,50.0,0,1,1,1,0,0,0,0,-7
Isaac Bonga,WAS,@LAC,02/23/2021,L,7,3,1,1,100,1,1,100,0,0,-,0,1,1,2,1,0,0,0,6
Russell Westbrook,WAS,@LAC,02/23/2021,L,34,20,9,18,50.0,0,1,0.0,2,5,40.0,1,8,9,10,2,1,3,1,-26
Ivica Zubac,LAC,vs.WAS,02/23/2021,W,27,12,6,6,100,0,0,-,0,0,-,2,11,13,1,0,2,1,1,20
Mfiondu Kabengele,LAC,vs.WAS,02/23/2021,W,4,3,1,1,100,1,1,100,0,0,-,0,0,0,1,0,0,0,0,-1
Rui Hachimura,WAS,@LAC,02/23/2021,L,36,10,4,8,50.0,2,2,100,0,0,-,1,8,9,2,0,0,2,2,-6
Patrick Beverley,LAC,vs.WAS,02/23/2021,W,20,5,2,4,50.0,1,3,33.3,0,0,-,0,0,0,1,0,0,1,2,2
Serge Ibaka,LAC,vs.WAS,02/23/2021,W,20,6,3,6,50.0,0,2,0.0,0,0,-,1,5,6,2,0,2,1,3,4
Marvin Bagley III,SAC,@BKN,02/23/2021,L,30,12,5,10,50.0,0,3,0.0,2,4,50.0,2,8,10,0,0,2,3,2,-13
De'Aaron Fox,SAC,@BKN,02/23/2021,L,38,27,9,18,50.0,5,8,62.5,4,7,57.1,0,1,1,8,0,1,4,3,-22
Kyrie Irving,BKN,vs.SAC,02/23/2021,W,37,21,8,22,36.4,2,6,33.3,3,3,100,4,1,5,7,3,0,3,3,17
